price,vol,time
11.98,4717,09:31
11.99,979,09:32
12.0,764,09:33
12.02,782,09:34
12.0,1075,09:35
11.95,2424,09:36
11.99,1703,09:37
11.95,1365,09:38
11.95,2201,09:39
11.95,1230,09:40
11.94,878,09:41
11.96,685,09:42
12.04,1474,09:43
12.2,1428,09:44
12.2,4566,09:45
12.16,1621,09:46
12.14,1597,09:47
12.1,1198,09:48
12.14,1626,09:49
12.17,1439,09:50
12.1,2133,09:51
12.05,301,09:52
12.0,1127,09:53
12.0,537,09:54
12.0,1213,09:55
12.03,1062,09:56
12.01,1926,09:57
12.0,763,09:58
12.0,774,09:59
11.98,959,10:00
11.97,657,10:01
11.93,1035,10:02
11.95,607,10:03
11.91,3271,10:04
11.9,2931,10:05
11.87,1966,10:06
11.9,1796,10:07
11.97,545,10:08
11.95,760,10:09
11.93,561,10:10
11.9,459,10:11
11.95,314,10:12
11.96,156,10:13
11.96,488,10:14
11.98,769,10:15
12.0,1215,10:16
11.98,1896,10:17
12.0,1561,10:18
11.99,1271,10:19
12.0,1025,10:20
12.0,965,10:21
11.99,749,10:22
12.0,1382,10:23
12.05,825,10:24
12.19,1320,10:25
12.17,2171,10:26
12.06,1067,10:27
12.1,1161,10:28
12.1,323,10:29
12.03,504,10:30
12.03,1357,10:31
12.08,192,10:32
12.07,487,10:33
12.08,521,10:34
12.09,538,10:35
12.09,608,10:36
12.06,167,10:37
12.05,341,10:38
12.04,85,10:39
12.04,267,10:40
12.04,286,10:41
12.06,552,10:42
12.12,309,10:43
12.15,1156,10:44
12.17,861,10:45
12.15,959,10:46
12.13,356,10:47
12.13,493,10:48
12.14,432,10:49
12.18,2027,10:50
12.25,4294,10:51
12.22,1952,10:52
12.2,1001,10:53
12.17,575,10:54
12.17,158,10:55
12.17,713,10:56
12.17,781,10:57
12.17,938,10:58
12.16,295,10:59
12.15,142,11:00
12.15,299,11:01
12.15,142,11:02
12.14,298,11:03
12.17,220,11:04
12.18,1180,11:05
12.19,666,11:06
12.18,311,11:07
12.16,239,11:08
12.14,734,11:09
12.14,238,11:10
12.15,260,11:11
12.18,621,11:12
12.21,815,11:13
12.22,1413,11:14
12.21,866,11:15
12.18,447,11:16
12.15,298,11:17
12.15,571,11:18
12.16,321,11:19
12.16,157,11:20
12.14,257,11:21
12.13,377,11:22
12.13,658,11:23
12.14,622,11:24
12.16,220,11:25
12.17,860,11:26
12.2,673,11:27
12.25,1647,11:28
12.29,4945,11:29
12.37,2315,11:30
12.5,8204,13:01
12.49,2716,13:02
12.46,950,13:03
12.48,4058,13:04
12.47,2038,13:05
12.51,3713,13:06
12.54,3015,13:07
12.49,2766,13:08
12.48,2452,13:09
12.48,1341,13:10
12.46,2003,13:11
12.5,1212,13:12
12.58,2645,13:13
12.64,3500,13:14
12.61,1711,13:15
12.6,1537,13:16
12.58,3079,13:17
12.59,939,13:18
12.57,1487,13:19
12.52,412,13:20
12.51,492,13:21
12.51,1393,13:22
12.52,475,13:23
12.52,258,13:24
12.53,373,13:25
12.54,870,13:26
12.56,684,13:27
12.57,575,13:28
12.56,839,13:29
12.54,842,13:30
12.51,1078,13:31
12.5,625,13:32
12.5,715,13:33
12.48,693,13:34
12.45,485,13:35
12.43,764,13:36
12.44,562,13:37
12.43,469,13:38
12.43,531,13:39
12.42,686,13:40
12.43,382,13:41
12.45,278,13:42
12.46,405,13:43
12.48,311,13:44
12.46,248,13:45
12.45,157,13:46
12.43,226,13:47
12.41,1434,13:48
12.39,693,13:49
12.37,836,13:50
12.37,1165,13:51
12.38,524,13:52
12.37,820,13:53
12.4,555,13:54
12.38,281,13:55
12.39,98,13:56
12.39,228,13:57
12.39,255,13:58
12.35,835,13:59
12.35,783,14:00
12.36,339,14:01
12.36,230,14:02
12.38,131,14:03
12.4,607,14:04
12.43,390,14:05
12.41,1403,14:06
12.37,236,14:07
12.38,79,14:08
12.4,67,14:09
12.41,432,14:10
12.4,317,14:11
12.36,600,14:12
12.37,86,14:13
12.38,313,14:14
12.35,1019,14:15
12.31,1535,14:16
12.3,882,14:17
12.28,372,14:18
12.28,551,14:19
12.28,511,14:20
12.28,605,14:21
12.3,444,14:22
12.3,432,14:23
12.3,896,14:24
12.32,340,14:25
12.3,581,14:26
12.3,715,14:27
12.32,212,14:28
12.29,503,14:29
12.29,743,14:30
12.26,411,14:31
12.22,1519,14:32
12.19,2107,14:33
12.21,707,14:34
12.23,516,14:35
12.24,481,14:36
12.23,87,14:37
12.22,517,14:38
12.23,960,14:39
12.25,853,14:40
12.26,143,14:41
12.25,831,14:42
12.24,611,14:43
12.21,718,14:44
12.2,645,14:45
12.23,1009,14:46
12.23,300,14:47
12.23,408,14:48
12.22,778,14:49
12.22,503,14:50
12.22,1105,14:51
12.21,966,14:52
12.21,1430,14:53
12.18,2385,14:54
12.16,2968,14:55
12.1,4018,14:56
12.13,2779,14:57
12.12,2892,14:58
12.16,1956,14:59
12.17,1235,15:00
