price,vol,time
42.2,1487,09:31
41.72,737,09:32
41.63,637,09:33
41.7,590,09:34
41.62,490,09:35
41.55,591,09:36
41.58,301,09:37
41.52,274,09:38
41.66,273,09:39
41.52,436,09:40
41.66,815,09:41
41.45,741,09:42
41.53,346,09:43
41.58,174,09:44
41.52,282,09:45
41.59,202,09:46
41.57,150,09:47
41.63,218,09:48
41.68,247,09:49
41.54,688,09:50
41.59,173,09:51
41.53,148,09:52
41.56,179,09:53
41.52,259,09:54
41.54,396,09:55
41.58,294,09:56
41.58,103,09:57
41.63,253,09:58
41.69,119,09:59
41.75,195,10:00
41.75,151,10:01
41.76,203,10:02
41.73,140,10:03
41.73,135,10:04
41.76,119,10:05
41.85,154,10:06
41.77,211,10:07
41.69,370,10:08
41.74,88,10:09
41.72,177,10:10
41.71,78,10:11
41.68,232,10:12
41.65,73,10:13
41.68,96,10:14
41.72,86,10:15
41.73,105,10:16
41.69,135,10:17
41.64,110,10:18
41.6,233,10:19
41.51,321,10:20
41.57,240,10:21
41.75,282,10:22
41.74,88,10:23
41.76,232,10:24
41.78,217,10:25
41.81,27,10:26
41.84,94,10:27
41.85,51,10:28
41.8,180,10:29
41.89,180,10:30
41.86,275,10:31
41.91,47,10:32
41.94,164,10:33
41.91,286,10:34
41.9,34,10:35
41.67,552,10:36
41.73,258,10:37
41.78,125,10:38
41.71,155,10:39
41.69,107,10:40
41.71,45,10:41
41.65,201,10:42
41.67,122,10:43
41.74,38,10:44
41.69,87,10:45
41.63,155,10:46
41.64,51,10:47
41.65,126,10:48
41.67,38,10:49
41.75,37,10:50
41.63,301,10:51
41.62,42,10:52
41.64,144,10:53
41.65,237,10:54
41.67,47,10:55
41.65,44,10:56
41.66,78,10:57
41.66,41,10:58
41.63,164,10:59
41.7,405,11:00
41.59,173,11:01
41.63,76,11:02
41.64,29,11:03
41.64,142,11:04
41.64,100,11:05
41.61,134,11:06
41.61,53,11:07
41.66,60,11:08
41.65,85,11:09
41.61,354,11:10
41.61,86,11:11
41.62,66,11:12
41.62,114,11:13
41.6,182,11:14
41.6,154,11:15
41.63,142,11:16
41.65,34,11:17
41.66,45,11:18
41.7,153,11:19
41.7,69,11:20
41.76,96,11:21
41.75,9,11:22
41.89,178,11:23
41.87,545,11:24
41.95,217,11:25
41.96,134,11:26
41.98,341,11:27
42.05,254,11:28
42.02,88,11:29
42.05,341,11:30
42.15,390,13:01
42.1,509,13:02
42.09,275,13:03
41.92,167,13:04
42.05,235,13:05
42.14,130,13:06
42.23,370,13:07
42.22,486,13:08
42.13,104,13:09
42.14,61,13:10
42.0,157,13:11
42.18,124,13:12
42.27,226,13:13
42.26,256,13:14
42.19,114,13:15
42.15,110,13:16
42.14,88,13:17
42.1,89,13:18
42.06,51,13:19
42.1,96,13:20
42.16,175,13:21
42.2,91,13:22
42.15,302,13:23
42.26,114,13:24
42.26,115,13:25
42.3,349,13:26
42.36,174,13:27
42.35,133,13:28
42.42,501,13:29
42.36,100,13:30
42.21,132,13:31
42.18,92,13:32
42.29,112,13:33
42.22,131,13:34
42.17,60,13:35
42.15,98,13:36
42.16,83,13:37
42.28,270,13:38
42.31,191,13:39
42.22,204,13:40
42.3,195,13:41
42.36,292,13:42
42.5,843,13:43
42.49,179,13:44
42.58,339,13:45
42.5,496,13:46
42.54,201,13:47
42.5,562,13:48
42.44,144,13:49
42.55,300,13:50
42.45,121,13:51
42.45,29,13:52
42.33,312,13:53
42.41,89,13:54
42.42,90,13:55
42.49,191,13:56
42.45,113,13:57
42.49,71,13:58
42.52,195,13:59
42.5,211,14:00
42.44,390,14:01
42.43,62,14:02
42.43,49,14:03
42.44,241,14:04
42.45,132,14:05
42.45,82,14:06
42.47,90,14:07
42.5,137,14:08
42.53,184,14:09
42.56,405,14:10
42.48,134,14:11
42.45,32,14:12
42.46,54,14:13
42.45,394,14:14
42.46,168,14:15
42.45,103,14:16
42.45,286,14:17
42.36,85,14:18
42.3,102,14:19
42.33,82,14:20
42.34,36,14:21
42.34,22,14:22
42.41,178,14:23
42.39,51,14:24
42.48,154,14:25
42.42,75,14:26
42.43,111,14:27
42.45,61,14:28
42.43,269,14:29
42.4,87,14:30
42.4,64,14:31
42.38,49,14:32
42.38,62,14:33
42.42,47,14:34
42.55,701,14:35
42.55,384,14:36
42.5,97,14:37
42.52,138,14:38
42.55,175,14:39
42.51,250,14:40
42.54,130,14:41
42.53,167,14:42
42.52,91,14:43
42.56,186,14:44
42.56,172,14:45
42.63,548,14:46
42.68,305,14:47
42.66,678,14:48
42.7,224,14:49
42.7,522,14:50
42.61,256,14:51
42.58,251,14:52
42.61,191,14:53
42.57,259,14:54
42.61,284,14:55
42.6,275,14:56
42.58,358,14:57
42.58,1,14:58
42.58,0,14:59
42.61,526,15:00
