price,vol,time
3.57,49417,09:31
3.54,13958,09:32
3.56,9343,09:33
3.61,17048,09:34
3.78,2859,09:35
3.72,11997,09:36
3.67,10480,09:37
3.74,5856,09:38
3.7,16696,09:39
3.68,11309,09:40
3.68,3951,09:41
3.73,6662,09:42
3.71,5545,09:43
3.72,6194,09:44
3.75,10722,09:45
3.77,11349,09:46
3.77,27082,09:47
3.76,13512,09:48
3.82,7463,09:49
3.82,24127,09:50
3.79,14390,09:51
3.79,15176,09:52
3.77,5959,09:53
3.77,4976,09:54
3.76,4110,09:55
3.76,5041,09:56
3.75,4860,09:57
3.78,8485,09:58
3.76,12372,09:59
3.75,8495,10:00
3.74,5603,10:01
3.72,6512,10:02
3.72,4930,10:03
3.7,3269,10:04
3.71,1939,10:05
3.77,1750,10:06
3.75,6620,10:07
3.76,3171,10:08
3.74,2423,10:09
3.74,2474,10:10
3.74,1822,10:11
3.8,10659,10:12
3.81,6677,10:13
3.83,6541,10:14
3.8,7964,10:15
3.82,5313,10:16
3.8,5762,10:17
3.79,6191,10:18
3.79,2877,10:19
3.82,2148,10:20
3.82,2995,10:21
3.81,1261,10:22
3.81,1359,10:23
3.8,4371,10:24
3.8,1544,10:25
3.79,1030,10:26
3.8,2264,10:27
3.83,12954,10:28
3.83,10990,10:29
3.83,6257,10:30
3.84,2248,10:31
3.85,4232,10:32
3.9,17666,10:33
3.93,22096,10:34
3.88,14392,10:35
3.88,6467,10:36
3.89,19457,10:37
3.9,17781,10:38
3.87,10635,10:39
3.86,4557,10:40
3.84,8831,10:41
3.84,1581,10:42
3.86,3327,10:43
3.86,3254,10:44
3.84,2517,10:45
3.84,1002,10:46
3.83,1755,10:47
3.82,1941,10:48
3.85,972,10:49
3.87,3553,10:50
3.86,2061,10:51
3.85,2154,10:52
3.85,1524,10:53
3.85,5646,10:54
3.84,3807,10:55
3.86,1103,10:56
3.85,16927,10:57
3.92,13493,10:58
3.92,12618,10:59
3.94,30138,11:00
3.97,14946,11:01
3.93,6538,11:02
3.94,18199,11:03
3.97,5740,11:04
3.98,13240,11:05
3.96,8332,11:06
3.96,7358,11:07
3.98,60999,11:08
4.02,6082,11:09
3.98,8457,11:10
3.96,4997,11:11
3.96,2849,11:12
3.94,5622,11:13
3.93,4384,11:14
3.94,5227,11:15
3.95,1718,11:16
3.97,2450,11:17
3.94,3416,11:18
3.92,3555,11:19
3.9,2643,11:20
3.91,2347,11:21
3.97,2711,11:22
3.96,1328,11:23
3.95,1691,11:24
3.95,2276,11:25
3.95,2066,11:26
3.97,7451,11:27
3.96,1082,11:28
3.95,1457,11:29
3.95,3298,11:30
3.95,13460,13:01
3.97,4179,13:02
3.95,7871,13:03
3.98,4291,13:04
3.99,6931,13:05
4.0,8305,13:06
3.99,8250,13:07
3.96,8504,13:08
3.98,9098,13:09
3.97,1386,13:10
3.95,3277,13:11
3.95,3938,13:12
3.94,2266,13:13
3.93,3729,13:14
3.93,2437,13:15
3.95,1321,13:16
3.93,2744,13:17
3.89,9859,13:18
3.9,3602,13:19
3.91,3180,13:20
3.93,2614,13:21
3.94,4146,13:22
3.95,1836,13:23
3.94,2097,13:24
3.93,4571,13:25
3.91,1444,13:26
3.9,4022,13:27
3.89,8661,13:28
3.88,2906,13:29
3.88,4092,13:30
3.89,4903,13:31
3.88,9526,13:32
3.87,3701,13:33
3.9,9676,13:34
3.92,6894,13:35
3.92,3338,13:36
3.93,1475,13:37
3.92,9825,13:38
3.9,4477,13:39
3.89,3115,13:40
3.89,2485,13:41
3.93,1274,13:42
3.94,4275,13:43
3.93,4584,13:44
3.94,2872,13:45
3.93,1951,13:46
3.92,1252,13:47
3.93,2654,13:48
3.93,1518,13:49
3.94,2975,13:50
3.94,2274,13:51
3.94,2751,13:52
3.92,7061,13:53
3.91,2165,13:54
3.9,4811,13:55
3.92,3788,13:56
3.92,1334,13:57
3.92,4293,13:58
3.92,4022,13:59
3.92,2418,14:00
3.94,2479,14:01
3.95,2652,14:02
3.93,1649,14:03
3.95,7346,14:04
3.96,1644,14:05
3.95,2270,14:06
3.94,4743,14:07
3.94,4567,14:08
3.94,8484,14:09
3.92,3318,14:10
3.91,3942,14:11
3.88,5521,14:12
3.88,9413,14:13
3.87,8465,14:14
3.84,7081,14:15
3.86,4619,14:16
3.88,3975,14:17
3.9,4806,14:18
3.9,1787,14:19
3.92,2157,14:20
3.91,1398,14:21
3.89,1619,14:22
3.89,2281,14:23
3.89,2137,14:24
3.91,1567,14:25
3.92,2808,14:26
3.94,3227,14:27
3.95,6155,14:28
3.91,3406,14:29
3.94,3020,14:30
3.93,1803,14:31
3.92,821,14:32
3.92,1788,14:33
3.92,1544,14:34
3.92,1414,14:35
3.94,2487,14:36
3.95,4650,14:37
3.94,5046,14:38
3.95,6658,14:39
3.97,4654,14:40
3.98,4297,14:41
3.97,2190,14:42
3.97,3000,14:43
3.98,1858,14:44
3.97,6488,14:45
3.98,6641,14:46
3.99,3975,14:47
3.99,4893,14:48
4.0,4596,14:49
4.0,4727,14:50
3.98,6032,14:51
3.99,4124,14:52
3.99,5061,14:53
4.0,6917,14:54
3.99,4885,14:55
3.99,6398,14:56
4.0,8734,14:57
4.01,311,14:58
4.01,0,14:59
4.01,15239,15:00
