price,vol,time
9.45,2984,09:31
9.45,779,09:32
9.45,841,09:33
9.44,987,09:34
9.43,618,09:35
9.45,577,09:36
9.43,774,09:37
9.43,451,09:38
9.39,1294,09:39
9.37,1452,09:40
9.37,1664,09:41
9.39,320,09:42
9.4,537,09:43
9.39,817,09:44
9.39,341,09:45
9.37,1388,09:46
9.38,694,09:47
9.38,277,09:48
9.38,1345,09:49
9.37,939,09:50
9.34,3712,09:51
9.36,679,09:52
9.37,581,09:53
9.38,369,09:54
9.39,543,09:55
9.38,345,09:56
9.4,243,09:57
9.41,126,09:58
9.41,121,09:59
9.43,1375,10:00
9.45,348,10:01
9.43,333,10:02
9.42,254,10:03
9.43,268,10:04
9.42,245,10:05
9.42,123,10:06
9.4,350,10:07
9.39,253,10:08
9.38,792,10:09
9.38,540,10:10
9.38,375,10:11
9.39,165,10:12
9.4,237,10:13
9.39,311,10:14
9.39,157,10:15
9.37,575,10:16
9.38,164,10:17
9.38,31,10:18
9.39,634,10:19
9.38,153,10:20
9.39,486,10:21
9.39,46,10:22
9.4,121,10:23
9.38,510,10:24
9.38,184,10:25
9.38,124,10:26
9.39,628,10:27
9.41,347,10:28
9.43,362,10:29
9.42,171,10:30
9.4,229,10:31
9.4,251,10:32
9.4,216,10:33
9.39,292,10:34
9.4,297,10:35
9.4,136,10:36
9.4,97,10:37
9.39,222,10:38
9.38,391,10:39
9.39,261,10:40
9.4,344,10:41
9.4,131,10:42
9.4,35,10:43
9.4,114,10:44
9.39,115,10:45
9.4,228,10:46
9.38,326,10:47
9.39,266,10:48
9.41,195,10:49
9.4,70,10:50
9.41,185,10:51
9.42,146,10:52
9.41,216,10:53
9.4,92,10:54
9.41,221,10:55
9.42,49,10:56
9.42,90,10:57
9.43,346,10:58
9.44,220,10:59
9.43,213,11:00
9.41,1298,11:01
9.42,233,11:02
9.42,227,11:03
9.42,77,11:04
9.42,34,11:05
9.42,146,11:06
9.42,84,11:07
9.42,120,11:08
9.41,8,11:09
9.42,125,11:10
9.41,102,11:11
9.41,64,11:12
9.42,217,11:13
9.43,102,11:14
9.46,435,11:15
9.47,643,11:16
9.45,531,11:17
9.46,150,11:18
9.45,266,11:19
9.45,749,11:20
9.43,261,11:21
9.44,62,11:22
9.43,319,11:23
9.42,18,11:24
9.43,73,11:25
9.42,52,11:26
9.42,132,11:27
9.4,452,11:28
9.41,129,11:29
9.4,47,11:30
9.43,253,13:01
9.43,60,13:02
9.42,133,13:03
9.42,100,13:04
9.41,69,13:05
9.4,6,13:06
9.4,227,13:07
9.4,60,13:08
9.4,26,13:09
9.41,65,13:10
9.41,16,13:11
9.4,21,13:12
9.4,454,13:13
9.4,127,13:14
9.41,1415,13:15
9.42,299,13:16
9.43,109,13:17
9.41,72,13:18
9.4,377,13:19
9.4,152,13:20
9.39,494,13:21
9.39,129,13:22
9.4,94,13:23
9.4,264,13:24
9.41,35,13:25
9.4,414,13:26
9.41,29,13:27
9.41,108,13:28
9.41,64,13:29
9.42,123,13:30
9.43,146,13:31
9.43,59,13:32
9.41,163,13:33
9.42,36,13:34
9.42,47,13:35
9.4,176,13:36
9.41,213,13:37
9.42,133,13:38
9.4,392,13:39
9.4,181,13:40
9.41,214,13:41
9.42,1,13:42
9.42,318,13:43
9.42,94,13:44
9.42,195,13:45
9.42,225,13:46
9.42,31,13:47
9.42,67,13:48
9.42,95,13:49
9.41,109,13:50
9.41,45,13:51
9.41,354,13:52
9.43,326,13:53
9.43,95,13:54
9.42,291,13:55
9.41,131,13:56
9.41,112,13:57
9.41,186,13:58
9.43,515,13:59
9.46,535,14:00
9.45,110,14:01
9.47,1275,14:02
9.47,1490,14:03
9.5,1947,14:04
9.49,1433,14:05
9.47,514,14:06
9.47,110,14:07
9.47,289,14:08
9.47,140,14:09
9.47,297,14:10
9.47,272,14:11
9.49,688,14:12
9.5,841,14:13
9.51,615,14:14
9.5,487,14:15
9.49,391,14:16
9.49,348,14:17
9.49,464,14:18
9.49,136,14:19
9.48,433,14:20
9.47,80,14:21
9.47,121,14:22
9.43,539,14:23
9.47,136,14:24
9.46,85,14:25
9.46,55,14:26
9.46,112,14:27
9.46,147,14:28
9.45,204,14:29
9.46,125,14:30
9.47,350,14:31
9.48,406,14:32
9.49,255,14:33
9.48,518,14:34
9.49,160,14:35
9.48,483,14:36
9.48,91,14:37
9.47,507,14:38
9.48,290,14:39
9.48,292,14:40
9.45,1053,14:41
9.46,310,14:42
9.46,221,14:43
9.46,648,14:44
9.47,563,14:45
9.46,755,14:46
9.46,362,14:47
9.47,541,14:48
9.46,783,14:49
9.45,866,14:50
9.44,462,14:51
9.45,592,14:52
9.44,1356,14:53
9.44,669,14:54
9.45,1725,14:55
9.45,1135,14:56
9.46,1080,14:57
9.46,35,14:58
9.46,0,14:59
9.44,3763,15:00
