price,vol,time
49.16,8154,09:31
49.3,2199,09:32
49.6,2040,09:33
49.59,4051,09:34
49.76,2470,09:35
49.75,3556,09:36
49.57,2544,09:37
49.58,1856,09:38
49.68,1868,09:39
49.0,2807,09:40
49.05,3580,09:41
49.2,2180,09:42
49.19,1444,09:43
49.22,1467,09:44
49.4,3769,09:45
49.3,1391,09:46
49.23,652,09:47
49.09,1500,09:48
48.79,1495,09:49
48.67,2130,09:50
48.73,1516,09:51
48.27,2997,09:52
48.22,3664,09:53
48.28,2240,09:54
48.39,1507,09:55
48.31,1340,09:56
48.32,1131,09:57
48.3,1137,09:58
48.48,846,09:59
48.61,593,10:00
48.55,695,10:01
48.4,463,10:02
48.38,735,10:03
48.34,1383,10:04
48.11,1521,10:05
48.0,5989,10:06
48.02,2850,10:07
48.05,1895,10:08
48.01,1441,10:09
47.8,3219,10:10
47.69,3921,10:11
47.8,2717,10:12
48.02,806,10:13
48.13,1148,10:14
48.28,1073,10:15
48.09,1168,10:16
48.05,993,10:17
47.98,2159,10:18
48.08,610,10:19
48.24,780,10:20
48.15,924,10:21
48.05,572,10:22
48.05,648,10:23
48.19,226,10:24
48.14,507,10:25
47.85,1623,10:26
47.83,1755,10:27
47.99,405,10:28
47.86,1392,10:29
47.9,560,10:30
47.95,641,10:31
47.85,657,10:32
47.68,2111,10:33
47.5,2966,10:34
47.68,1938,10:35
47.77,535,10:36
47.76,685,10:37
47.63,1091,10:38
47.72,908,10:39
47.78,793,10:40
47.86,561,10:41
47.9,409,10:42
47.88,329,10:43
47.8,473,10:44
47.65,716,10:45
47.69,889,10:46
47.66,649,10:47
47.65,616,10:48
47.7,479,10:49
47.76,821,10:50
47.79,773,10:51
47.81,272,10:52
47.81,278,10:53
47.63,733,10:54
47.56,1439,10:55
47.6,389,10:56
47.61,347,10:57
47.51,1059,10:58
47.3,2155,10:59
47.1,4387,11:00
47.2,3121,11:01
47.15,1355,11:02
47.08,1470,11:03
47.0,4202,11:04
46.88,3280,11:05
47.01,3657,11:06
47.18,908,11:07
47.25,778,11:08
47.25,647,11:09
47.24,580,11:10
47.24,400,11:11
47.27,633,11:12
47.47,1420,11:13
47.36,494,11:14
47.35,719,11:15
47.42,285,11:16
47.45,228,11:17
47.46,458,11:18
47.42,365,11:19
47.4,209,11:20
47.4,401,11:21
47.45,306,11:22
47.48,463,11:23
47.48,1290,11:24
47.55,1220,11:25
47.5,621,11:26
47.4,480,11:27
47.42,504,11:28
47.34,220,11:29
47.5,730,11:30
47.6,1160,13:01
47.67,201,13:02
47.69,691,13:03
47.6,357,13:04
47.65,728,13:05
47.8,660,13:06
47.99,1167,13:07
48.02,1131,13:08
48.0,1117,13:09
47.99,1167,13:10
47.96,221,13:11
48.06,399,13:12
48.2,649,13:13
48.36,672,13:14
48.41,850,13:15
48.4,1634,13:16
48.35,611,13:17
48.25,1024,13:18
48.25,684,13:19
48.3,544,13:20
48.4,721,13:21
48.61,1070,13:22
49.0,2040,13:23
49.15,3258,13:24
49.11,1131,13:25
48.96,1179,13:26
48.86,773,13:27
49.11,874,13:28
49.56,2203,13:29
49.41,2778,13:30
49.35,2798,13:31
49.5,1357,13:32
49.6,2886,13:33
49.38,1639,13:34
49.28,1188,13:35
49.7,3083,13:36
50.1,6343,13:37
50.49,3408,13:38
50.47,4384,13:39
51.0,6212,13:40
51.5,4196,13:41
51.3,2364,13:42
50.98,3274,13:43
51.36,3611,13:44
51.63,5331,13:45
51.11,1470,13:46
51.13,1504,13:47
51.24,1437,13:48
51.01,1373,13:49
50.77,1033,13:50
50.7,1374,13:51
51.0,2068,13:52
51.0,2009,13:53
51.12,1890,13:54
51.0,1974,13:55
51.35,2961,13:56
51.87,6812,13:57
52.0,6417,13:58
52.0,5097,13:59
52.1,4075,14:00
52.01,2402,14:01
51.81,1046,14:02
51.75,1592,14:03
52.0,3087,14:04
52.8,5674,14:05
52.88,5069,14:06
52.76,1794,14:07
52.87,4514,14:08
53.13,6429,14:09
53.01,3535,14:10
53.01,2078,14:11
52.9,2002,14:12
52.97,1561,14:13
52.85,671,14:14
52.65,1030,14:15
52.6,1280,14:16
52.69,693,14:17
52.88,812,14:18
53.05,1756,14:19
53.13,1664,14:20
52.99,2065,14:21
52.85,1596,14:22
52.9,1045,14:23
53.12,1142,14:24
53.2,2565,14:25
52.89,1479,14:26
52.9,641,14:27
52.97,693,14:28
52.67,1137,14:29
52.6,1860,14:30
52.55,1441,14:31
52.42,964,14:32
52.05,775,14:33
52.28,1595,14:34
52.45,1335,14:35
52.52,708,14:36
52.41,1288,14:37
52.19,1335,14:38
52.12,1099,14:39
52.15,1240,14:40
52.22,619,14:41
52.17,968,14:42
52.14,699,14:43
51.98,1577,14:44
51.58,819,14:45
51.45,1442,14:46
51.78,3343,14:47
51.94,1029,14:48
52.0,1076,14:49
51.7,716,14:50
51.85,1736,14:51
52.22,2486,14:52
52.41,1655,14:53
52.58,1863,14:54
52.57,2119,14:55
52.5,2060,14:56
52.7,3530,14:57
52.98,3066,14:58
53.0,4309,14:59
53.0,4543,15:00
